user_id,order_id,order_date,repeat_30d,prior_orders_count,days_since_prior_order
1418,1714,2025-03-21,0,0,9999
1437,1739,2025-09-28,0,0,9999
1449,1745,2025-02-07,0,0,9999
1485,1776,2025-11-07,0,0,9999
1489,1782,2025-02-22,0,0,9999
1493,1786,2024-10-11,0,0,9999
1500,1791,2023-03-18,0,0,9999
1516,1806,2025-04-17,1,0,9999
1516,1807,2025-04-24,0,1,7
1522,1813,2025-02-22,0,0,9999
1526,1821,2025-10-31,0,0,9999
1531,1829,2024-12-28,0,0,9999
1535,1833,2025-02-17,0,0,9999
1540,1843,2021-02-08,0,0,9999
1541,1845,2025-04-16,0,0,9999
1543,1852,2021-04-29,0,0,9999
1552,1860,2026-01-08,0,0,9999
1554,1864,2023-02-21,0,0,9999
1554,1866,2024-07-03,0,1,498
1554,1867,2024-08-04,0,2,32
1557,1870,2024-06-24,0,0,9999
1563,1876,2024-06-28,0,0,9999
1567,1879,2025-05-28,0,0,9999
1579,1895,2025-12-10,0,0,9999
1588,1906,2025-03-30,0,0,9999
1597,1917,2026-01-22,0,0,9999
1601,1923,2022-04-09,0,0,9999
1602,1925,2025-09-19,0,0,9999
1610,1938,2023-03-02,0,0,9999
1617,1944,2024-07-10,0,0,9999
1628,1956,2024-02-25,0,0,9999
1645,1974,2025-11-14,0,0,9999
1656,1985,2025-09-14,0,0,9999
1664,1993,2024-07-21,0,0,9999
1667,1997,2025-01-18,0,0,9999
1668,1999,2024-11-05,0,0,9999
1669,2000,2025-10-04,0,0,9999
1679,2015,2024-02-19,0,0,9999
1694,2030,2025-06-19,0,1,240
1694,2032,2024-10-22,0,0,9999
1701,2041,2025-02-23,0,0,9999
1711,2054,2025-08-12,0,0,9999
1712,2057,2021-11-29,0,0,9999
1715,2064,2025-06-18,0,1,369
1715,2065,2024-06-14,0,0,9999
1726,2076,2021-12-12,0,0,9999
1729,2081,2024-10-24,0,0,9999
1730,2082,2025-11-10,0,0,9999
1746,2096,2026-01-29,0,0,9999
1755,2110,2025-04-26,0,0,9999
1765,2119,2026-01-09,1,0,9999
1765,2122,2026-01-24,0,1,15
1768,2125,2021-10-27,0,0,9999
1773,2131,2024-07-27,0,0,9999
1775,2133,2021-11-11,0,0,9999
1777,2135,2023-11-17,0,0,9999
1787,2148,2020-09-14,0,0,9999
1787,2151,2022-05-13,0,1,606
1788,2152,2025-12-02,0,0,9999
1794,2159,2025-04-12,0,0,9999
1796,2160,2024-07-22,0,0,9999
1803,2170,2026-01-21,0,0,9999
1805,2173,2024-06-08,0,0,9999
1812,2182,2021-12-25,0,0,9999
1823,2195,2025-02-08,0,0,9999
1830,2200,2025-09-26,0,0,9999
1840,2209,2024-10-24,0,0,9999
1845,2214,2025-12-09,0,0,9999
1856,2227,2025-03-06,0,0,9999
1856,2228,2025-04-08,0,1,33
1858,2230,2025-02-24,0,0,9999
1863,2237,2025-06-08,0,0,9999
1863,2239,2026-01-03,0,1,209
1872,2249,2023-02-22,0,0,9999
1875,2251,2024-05-02,0,0,9999
1893,2275,2022-04-09,0,0,9999
1895,2279,2025-04-09,0,0,9999
1896,2281,2022-04-23,0,0,9999
1898,2282,2025-06-14,0,0,9999
1902,2285,2025-05-26,0,0,9999
1904,2287,2024-08-18,0,0,9999
1911,2293,2026-01-27,0,1,3
1911,2295,2026-01-24,1,0,9999
1920,2306,2022-11-22,0,0,9999
1928,2316,2022-08-02,0,0,9999
1944,2335,2025-09-01,0,1,1120
1944,2336,2022-08-08,0,0,9999
1951,2344,2026-01-28,0,0,9999
1957,2361,2024-03-02,0,2,603
1957,2362,2022-07-08,0,1,835
1957,2363,2020-03-25,0,0,9999
1961,2371,2025-01-13,0,0,9999
1987,2403,2025-12-26,0,0,9999
1990,2405,2024-09-08,0,0,9999
2004,2417,2024-07-05,0,0,9999
2018,2431,2024-06-02,0,0,9999
2054,2477,2023-08-15,0,0,9999
2057,2481,2022-11-14,0,0,9999
2058,2482,2021-05-24,0,0,9999
2069,2496,2025-10-23,0,0,9999
2069,2497,2026-01-14,0,1,83
2076,2510,2023-02-17,0,0,9999
2083,2517,2022-05-23,0,0,9999
2084,2518,2024-05-21,0,1,489
2084,2520,2023-01-18,0,0,9999
2087,2530,2025-11-10,0,0,9999
2101,2553,2022-12-06,0,0,9999
2114,2569,2020-05-29,0,0,9999
2119,2575,2025-08-13,0,0,9999
2120,2576,2026-01-28,0,0,9999
2126,2586,2025-10-27,0,0,9999
2130,2591,2025-02-27,0,0,9999
2140,2600,2021-05-29,0,0,9999
2155,2627,2025-12-05,0,0,9999
2159,2632,2025-10-19,0,0,9999
2160,2634,2022-11-12,0,0,9999
2163,2638,2022-02-16,0,0,9999
2163,2639,2024-12-15,0,2,128
2163,2640,2024-08-09,0,1,905
2167,2643,2026-01-04,0,0,9999
2183,2658,2025-03-19,0,0,9999
2187,2664,2025-10-25,0,0,9999
2191,2671,2025-07-06,0,0,9999
2201,2683,2023-02-12,0,0,9999
2204,2686,2026-01-09,0,0,9999
2209,2690,2025-04-04,0,0,9999
2210,2691,2026-01-15,0,0,9999
2214,2696,2024-09-27,0,0,9999
2243,2735,2024-12-22,0,0,9999
2247,2743,2022-01-30,0,0,9999
2249,2746,2024-05-23,0,0,9999
2252,2750,2021-04-11,0,0,9999
2261,2763,2025-09-18,0,0,9999
2270,2773,2026-01-18,0,0,9999
2286,2794,2022-07-01,0,1,496
2286,2795,2021-02-20,0,0,9999
2287,2797,2026-01-24,0,0,9999
2288,2798,2025-01-28,0,0,9999
2296,2806,2025-08-30,0,0,9999
2308,2824,2024-06-04,0,0,9999
2313,2830,2024-07-09,0,0,9999
2324,2848,2022-07-12,0,0,9999
2324,2850,2025-08-11,0,2,304
2324,2851,2024-10-11,0,1,822
2328,2855,2025-01-18,0,0,9999
2329,2859,2021-08-25,0,0,9999
2334,2867,2025-12-25,0,0,9999
2343,2877,2025-12-23,0,0,9999
2353,2887,2024-11-23,0,1,704
2353,2888,2022-12-20,0,0,9999
2353,2889,2025-08-12,0,2,262
2359,2895,2024-08-19,0,0,9999
2376,2914,2021-10-29,0,1,970
2376,2915,2019-03-04,0,0,9999
2377,2917,2026-01-15,0,0,9999
2413,2961,2024-12-18,0,0,9999
2430,2984,2021-09-06,0,0,9999
2437,2989,2023-12-07,0,0,9999
2439,2991,2022-02-26,0,0,9999
2441,2993,2024-07-17,0,0,9999
2445,2999,2022-12-24,0,0,9999
2453,3004,2026-01-29,0,0,9999
2465,3018,2022-08-17,0,0,9999
2465,3019,2025-10-15,0,1,1155
2466,3022,2024-12-06,0,0,9999
2474,3031,2024-08-29,0,0,9999
2479,3037,2025-12-02,0,0,9999
2489,3048,2023-05-12,0,0,9999
2496,3053,2024-06-22,0,0,9999
2503,3064,2024-12-20,0,0,9999
2522,3086,2024-03-28,0,0,9999
2523,3087,2024-12-18,0,0,9999
2544,3107,2025-03-01,0,0,9999
2555,3117,2024-03-11,0,0,9999
2567,3130,2026-01-25,0,0,9999
2577,3138,2025-11-11,0,0,9999
2580,3141,2025-11-03,0,0,9999
2619,3180,2025-05-31,0,0,9999
2629,3196,2026-01-25,0,0,9999
2632,3198,2023-12-23,0,0,9999
2634,3201,2025-11-06,0,0,9999
2637,3203,2025-12-12,0,0,9999
2642,3209,2025-01-17,0,0,9999
2648,3215,2026-01-26,0,0,9999
2649,3216,2025-05-20,0,0,9999
2650,3217,2020-03-19,0,0,9999
2654,3221,2025-04-17,0,0,9999
2689,3267,2025-08-29,0,0,9999
2699,3280,2025-10-30,0,0,9999
2709,3292,2020-11-16,0,0,9999
2732,3311,2021-10-21,0,0,9999
2732,3312,2022-02-14,0,1,116
2735,3315,2022-03-24,0,0,9999
2738,3318,2025-03-10,0,0,9999
2746,3329,2024-09-05,0,0,9999
2749,3333,2023-02-19,0,0,9999
2754,3338,2025-11-30,0,0,9999
2756,3340,2025-04-16,0,0,9999
2758,3345,2026-01-28,0,0,9999
2761,3352,2019-05-27,0,0,9999
2764,3356,2024-01-18,0,0,9999
2773,3365,2023-03-09,0,0,9999
2781,3375,2026-01-25,1,0,9999
2781,3376,2026-01-28,0,1,3
2786,3383,2022-03-29,0,0,9999
2789,3385,2024-08-29,0,1,279
2789,3386,2023-11-24,0,0,9999
2790,3388,2025-12-15,0,0,9999
2791,3389,2023-03-05,0,0,9999
2792,3393,2023-03-06,0,0,9999
2800,3404,2020-01-06,0,0,9999
2815,3426,2025-06-25,0,0,9999
2819,3432,2025-12-13,0,0,9999
2822,3435,2023-01-07,0,0,9999
2828,3443,2023-01-20,0,0,9999
2837,3454,2025-06-02,0,0,9999
2838,3458,2022-11-27,0,0,9999
2844,3464,2023-07-26,0,0,9999
2845,3465,2025-11-15,0,0,9999
2862,3488,2025-12-23,0,0,9999
2864,3491,2024-10-26,0,0,9999
2873,3500,2022-03-06,0,0,9999
2877,3508,2025-07-17,0,0,9999
2885,3522,2025-07-28,0,0,9999
2894,3535,2024-12-28,0,0,9999
2911,3556,2024-02-17,0,0,9999
2929,3576,2025-10-10,0,0,9999
2931,3579,2020-03-27,0,0,9999
2931,3580,2023-04-29,0,1,1128
2936,3589,2026-01-29,0,0,9999
2938,3592,2026-01-22,0,0,9999
2940,3595,2025-10-21,0,0,9999
2945,3599,2022-04-13,0,0,9999
2945,3601,2024-09-22,0,1,893
2952,3610,2025-11-04,0,0,9999
2962,3625,2022-08-17,0,0,9999
2963,3626,2025-05-06,0,0,9999
2970,3635,2025-09-30,0,0,9999
2989,3652,2024-02-08,0,0,9999
2991,3656,2024-10-05,0,0,9999
2994,3661,2026-01-27,0,0,9999
2997,3665,2024-10-30,0,0,9999
2999,3670,2025-10-15,0,0,9999
3016,3692,2025-12-06,0,0,9999
3021,3696,2021-06-05,0,0,9999
3026,3700,2022-08-17,0,0,9999
3037,3713,2024-04-15,0,0,9999
3039,3716,2024-12-03,0,0,9999
3046,3726,2022-12-26,0,0,9999
3057,3738,2025-02-28,0,0,9999
3060,3741,2022-07-12,0,0,9999
3061,3742,2025-09-11,0,0,9999
3064,3747,2024-01-19,0,0,9999
3070,3755,2026-01-10,0,0,9999
3074,3759,2026-01-22,0,0,9999
3075,3760,2025-01-19,0,0,9999
3078,3765,2025-04-02,0,0,9999
3079,3768,2023-05-16,0,0,9999
3115,3814,2025-07-23,0,0,9999
3116,3816,2023-01-01,0,0,9999
3117,3817,2025-02-13,0,0,9999
3121,3821,2025-03-29,0,0,9999
3127,3828,2022-08-27,0,0,9999
3136,3837,2025-12-21,0,0,9999
3139,3840,2023-02-04,0,0,9999
3144,3846,2025-08-12,0,0,9999
3149,3854,2023-01-22,0,0,9999
3153,3859,2021-11-05,0,0,9999
3163,3870,2025-02-28,0,0,9999
3164,3872,2026-01-28,0,0,9999
3189,3898,2022-10-11,0,0,9999
3193,3904,2021-02-09,0,0,9999
3194,3905,2021-01-12,0,0,9999
3201,3917,2025-12-19,0,0,9999
3211,3932,2025-02-11,0,0,9999
3212,3934,2024-02-03,1,0,9999
3212,3935,2024-03-02,0,1,28
3212,3936,2025-12-26,0,3,355
3212,3937,2025-01-05,0,2,309
3227,3954,2023-08-21,0,0,9999
3228,3955,2024-06-15,0,0,9999
3239,3967,2025-05-08,0,0,9999
3246,3979,2023-08-04,0,0,9999
3254,3991,2026-01-30,0,0,9999
3267,4005,2019-09-13,0,0,9999
3271,4013,2025-06-30,0,0,9999
3279,4024,2025-04-19,0,0,9999
3296,4042,2022-06-01,0,0,9999
3321,4084,2026-01-29,0,0,9999
3328,4094,2026-01-14,0,0,9999
3334,4100,2024-06-14,0,1,33
3334,4101,2024-05-12,0,0,9999
3338,4107,2024-09-23,0,0,9999
3342,4115,2020-05-28,0,0,9999
3356,4136,2024-11-25,0,0,9999
3358,4137,2025-07-19,0,0,9999
3361,4142,2026-01-06,0,0,9999
3372,4154,2020-07-24,0,0,9999
3376,4158,2021-03-24,0,0,9999
3383,4166,2025-12-13,0,0,9999
3389,4177,2024-08-23,0,0,9999
3390,4179,2022-02-28,0,0,9999
3392,4182,2023-08-27,0,0,9999
3405,4198,2023-09-06,0,0,9999
3405,4199,2024-12-25,0,1,476
3412,4207,2022-02-06,0,0,9999
3431,4229,2024-06-11,0,0,9999
3434,4236,2025-11-28,0,0,9999
3459,4274,2025-04-12,0,1,1790
3459,4275,2025-09-16,0,2,157
3459,4276,2020-05-18,0,0,9999
3461,4277,2024-04-17,0,0,9999
3462,4279,2023-10-04,0,0,9999
3474,4294,2024-12-23,0,0,9999
3476,4298,2025-09-23,0,0,9999
3485,4314,2025-10-08,1,0,9999
3485,4316,2025-10-19,0,1,11
3486,4317,2024-01-13,0,0,9999
3489,4320,2025-10-31,0,0,9999
3493,4327,2024-06-04,0,0,9999
3512,4350,2024-08-07,0,0,9999
3517,4355,2024-08-15,0,0,9999
3526,4372,2023-11-29,0,0,9999
3530,4376,2024-12-20,0,0,9999
3544,4390,2025-09-07,0,0,9999
3552,4397,2024-08-30,0,0,9999
3552,4399,2025-07-18,0,1,322
3555,4405,2025-01-19,0,0,9999
3556,4407,2023-01-27,0,1,380
3556,4409,2022-01-12,0,0,9999
3558,4410,2026-01-29,0,0,9999
3560,4414,2020-09-23,0,0,9999
3564,4420,2025-04-20,0,0,9999
3575,4432,2025-08-02,0,0,9999
3576,4434,2025-11-08,0,0,9999
3588,4450,2025-08-30,0,0,9999
3592,4459,2025-09-19,0,1,815
3592,4460,2023-06-27,0,0,9999
3593,4462,2025-02-02,0,1,126
3593,4463,2024-09-29,0,0,9999
3594,4466,2025-04-30,0,0,9999
3600,4470,2024-09-08,0,0,9999
3601,4471,2024-02-28,0,0,9999
3602,4472,2023-03-25,0,0,9999
3602,4475,2025-05-21,0,1,788
3604,4478,2023-09-23,0,0,9999
3611,4485,2024-07-28,0,0,9999
3623,4494,2024-02-17,0,0,9999
3626,4498,2025-12-23,0,0,9999
3628,4501,2021-06-14,0,0,9999
3643,4515,2025-01-16,0,0,9999
3661,4543,2025-11-14,0,0,9999
3667,4546,2025-06-17,0,0,9999
3670,4552,2025-03-25,0,0,9999
3680,4564,2025-11-25,0,0,9999
3681,4568,2025-09-23,0,0,9999
3696,4586,2021-11-28,0,0,9999
3699,4589,2025-10-30,0,0,9999
3720,4619,2026-01-30,0,0,9999
3721,4621,2025-06-13,0,0,9999
3727,4627,2020-07-23,0,0,9999
3729,4629,2025-02-28,0,0,9999
3734,4635,2025-03-23,0,0,9999
3735,4637,2024-06-16,0,0,9999
3735,4638,2025-09-01,0,1,442
3738,4642,2025-06-19,0,0,9999
3743,4647,2026-01-18,0,0,9999
3754,4664,2024-07-24,0,0,9999
3770,4686,2022-12-20,0,0,9999
3774,4690,2024-07-05,0,0,9999
3786,4703,2025-07-08,0,0,9999
3789,4705,2023-10-29,0,0,9999
3790,4706,2024-11-27,0,0,9999
3791,4709,2026-01-02,0,0,9999
3796,4713,2023-11-09,0,0,9999
3810,4727,2020-11-21,0,0,9999
3817,4736,2023-11-15,0,0,9999
3822,4742,2025-03-23,0,0,9999
3826,4747,2025-06-04,0,0,9999
3828,4749,2024-03-28,0,0,9999
3851,4780,2024-04-21,0,0,9999
3855,4784,2023-02-16,0,0,9999
3862,4797,2026-01-20,0,0,9999
3863,4798,2026-01-06,0,0,9999
3865,4804,2024-01-26,0,0,9999
3876,4820,2024-03-17,0,0,9999
3884,4831,2024-05-06,0,0,9999
3903,4854,2023-06-11,0,0,9999
3907,4863,2025-11-21,0,0,9999
3910,4869,2020-09-22,0,0,9999
3910,4871,2025-06-11,0,1,1723
3911,4873,2022-08-17,0,0,9999
3925,4893,2025-09-13,0,0,9999
3929,4895,2025-05-02,0,0,9999
3931,4897,2024-11-01,0,0,9999
3932,4898,2024-06-30,0,0,9999
3937,4906,2025-07-21,0,0,9999
3954,4931,2021-08-13,0,0,9999
3960,4937,2025-08-23,0,0,9999
3961,4938,2025-09-01,0,0,9999
3973,4956,2024-12-23,0,0,9999
3976,4961,2024-01-15,0,0,9999
3980,4965,2022-03-02,0,0,9999
4003,4989,2024-07-14,0,0,9999
4011,5000,2025-07-21,0,0,9999
4026,5017,2026-01-24,0,0,9999
4027,5018,2023-03-29,0,0,9999
4048,5044,2022-06-18,0,0,9999
4049,5048,2020-09-06,0,0,9999
4053,5049,2024-07-11,0,0,9999
4065,5064,2025-08-23,0,0,9999
4067,5071,2025-08-27,0,0,9999
4070,5075,2025-03-31,0,0,9999
4071,5076,2024-05-19,0,0,9999
4079,5085,2024-11-29,0,0,9999
4087,5095,2022-08-19,0,0,9999
4092,5104,2025-08-15,0,0,9999
4094,5106,2020-10-07,0,0,9999
4095,5107,2022-05-15,0,0,9999
4096,5109,2024-02-10,0,0,9999
4098,5112,2025-07-20,0,0,9999
4099,5114,2025-07-27,0,0,9999
4100,5117,2025-04-24,0,0,9999
4117,5142,2022-06-01,0,0,9999
4120,5148,2025-12-29,0,0,9999
4155,5188,2021-05-22,0,0,9999
4165,5206,2023-11-25,0,0,9999
4167,5209,2019-09-16,0,0,9999
4184,5228,2024-12-09,0,0,9999
4184,5229,2025-03-10,0,1,91
4195,5242,2026-01-28,0,0,9999
4198,5246,2025-08-10,0,0,9999
4202,5252,2025-11-13,0,0,9999
4204,5255,2025-07-26,0,0,9999
4205,5256,2025-09-28,0,1,652
4205,5257,2023-12-16,0,0,9999
4206,5261,2024-09-29,0,0,9999
4211,5265,2026-01-30,0,0,9999
4212,5267,2025-09-24,0,0,9999
4213,5268,2024-09-16,0,0,9999
4224,5281,2025-11-12,0,0,9999
4227,5287,2026-01-30,0,0,9999
4233,5295,2026-01-30,0,0,9999
4242,5305,2025-01-17,0,0,9999
4247,5313,2025-05-26,0,0,9999
4252,5321,2021-06-20,0,0,9999
4252,5322,2023-03-18,0,1,636
4252,5323,2025-09-28,0,2,925
4262,5334,2025-11-18,0,0,9999
4279,5354,2022-10-27,0,0,9999
4280,5355,2021-11-01,0,0,9999
4281,5357,2023-09-15,0,0,9999
4286,5360,2025-01-28,0,0,9999
4292,5372,2024-03-21,0,0,9999
4296,5378,2023-12-17,0,0,9999
4305,5389,2026-01-30,0,0,9999
4312,5395,2025-11-24,0,0,9999
4314,5398,2022-06-09,0,0,9999
4320,5404,2021-04-09,0,0,9999
4322,5408,2024-10-02,0,0,9999
4326,5411,2023-03-30,0,0,9999
4344,5428,2025-11-10,0,0,9999
4346,5431,2022-12-12,0,0,9999
4360,5446,2025-04-08,0,0,9999
4366,5453,2026-01-17,0,0,9999
4368,5458,2023-04-19,0,0,9999
4382,5470,2025-05-04,0,0,9999
4383,5471,2022-08-09,0,0,9999
4384,5473,2023-07-25,0,0,9999
4393,5486,2025-08-28,0,0,9999
4406,5502,2024-11-09,0,0,9999
4411,5505,2021-12-23,0,0,9999
4417,5513,2020-09-01,0,0,9999
4421,5520,2025-11-29,0,0,9999
4429,5526,2026-01-30,0,0,9999
4439,5539,2024-05-28,0,0,9999
4440,5541,2023-09-17,0,0,9999
4441,5543,2025-11-26,0,0,9999
4449,5552,2025-07-28,0,0,9999
4464,5581,2025-08-31,0,0,9999
4468,5583,2024-01-22,0,0,9999
4469,5585,2022-01-01,0,0,9999
4484,5606,2023-07-27,0,0,9999
4508,5637,2021-03-19,0,0,9999
4518,5647,2024-11-12,0,1,109
4518,5649,2024-07-26,0,0,9999
4521,5651,2021-09-08,0,0,9999
4535,5667,2025-02-20,0,0,9999
4545,5674,2025-04-26,0,0,9999
4546,5675,2021-05-02,0,0,9999
4550,5680,2025-12-10,0,1,73
4550,5681,2025-09-28,0,0,9999
4552,5683,2023-04-26,0,0,9999
4558,5687,2023-11-15,0,0,9999
4566,5696,2025-07-20,0,0,9999
4609,5748,2023-12-16,0,0,9999
4610,5750,2024-03-23,0,0,9999
4612,5752,2025-12-14,0,0,9999
4614,5757,2025-05-07,0,0,9999
4617,5760,2025-06-24,0,0,9999
4618,5761,2026-01-29,0,0,9999
4633,5772,2025-12-22,0,0,9999
4634,5773,2024-04-02,0,0,9999
4642,5780,2026-01-27,0,0,9999
4645,5787,2022-04-14,0,0,9999
4650,5795,2024-07-13,0,0,9999
4653,5797,2026-01-27,0,0,9999
4665,5812,2025-11-01,0,0,9999
4669,5818,2023-04-13,0,0,9999
4671,5821,2025-03-04,0,0,9999
4674,5829,2024-11-26,0,0,9999
